locality,timestamp,temperature,humidity
Adyar,2025-09-01 04:24:00,35.5,58
Guindy,2025-09-01 04:24:00,36.1,62
AnnaNagar,2025-09-01 04:25:00,34.1,55
Velachery,2025-09-01 04:25:00,38.1,72
T.Nagar,2025-09-01 04:25:00,34.4,72
Adyar,2025-09-01 04:25:00,31.1,52
Guindy,2025-09-01 04:25:00,28.9,77
AnnaNagar,2025-09-01 04:26:00,25.6,43
Velachery,2025-09-01 04:26:00,35.8,54
T.Nagar,2025-09-01 04:26:00,32.1,78
Adyar,2025-09-01 04:26:00,35.5,54
Guindy,2025-09-01 04:26:00,35.8,59
AnnaNagar,2025-09-01 04:27:00,27.0,76
Velachery,2025-09-01 04:27:00,39.9,77
T.Nagar,2025-09-01 04:27:00,35.5,58
Adyar,2025-09-01 04:27:00,35.5,65
Guindy,2025-09-01 04:27:00,38.6,56
AnnaNagar,2025-09-01 04:28:00,26.0,50
Velachery,2025-09-01 04:28:00,33.3,48
T.Nagar,2025-09-01 04:28:00,35.7,69
Adyar,2025-09-01 04:28:00,40.0,45
Guindy,2025-09-01 04:28:00,29.1,69
AnnaNagar,2025-09-01 04:29:00,28.1,77
Velachery,2025-09-01 04:29:00,25.7,80
T.Nagar,2025-09-01 04:29:00,35.0,48
Adyar,2025-09-01 04:29:00,25.8,43
Guindy,2025-09-01 04:29:00,27.2,51
AnnaNagar,2025-09-01 04:30:00,36.3,67
Velachery,2025-09-01 04:30:00,35.5,78
T.Nagar,2025-09-01 04:30:00,34.0,48
Adyar,2025-09-01 04:30:00,35.2,79
Guindy,2025-09-01 04:30:00,37.4,44
AnnaNagar,2025-09-01 04:31:00,34.6,40
Velachery,2025-09-01 04:31:00,32.3,62
T.Nagar,2025-09-01 04:31:00,33.6,76
Adyar,2025-09-01 04:31:00,26.2,54
Guindy,2025-09-01 04:31:00,36.8,80
AnnaNagar,2025-09-01 04:32:00,27.6,52
Velachery,2025-09-01 04:32:00,33.1,69
T.Nagar,2025-09-01 04:32:00,36.3,79
Adyar,2025-09-01 04:32:00,30.6,54
Guindy,2025-09-01 04:32:00,34.8,49
AnnaNagar,2025-09-01 04:33:00,27.6,40
Velachery,2025-09-01 04:33:00,26.1,46
T.Nagar,2025-09-01 04:33:00,38.4,73
Adyar,2025-09-01 04:33:00,32.3,64
Guindy,2025-09-01 04:33:00,30.4,76
AnnaNagar,2025-09-01 04:34:00,25.1,74
Velachery,2025-09-01 04:34:00,26.2,51
T.Nagar,2025-09-01 04:34:00,27.9,56
Adyar,2025-09-01 04:34:00,27.8,65
Guindy,2025-09-01 04:34:00,30.4,79
AnnaNagar,2025-09-01 04:35:00,31.7,49
Velachery,2025-09-01 04:35:00,39.2,46
T.Nagar,2025-09-01 04:35:00,30.8,56
Adyar,2025-09-01 04:35:00,39.7,40
Guindy,2025-09-01 04:35:00,28.1,75
AnnaNagar,2025-09-01 04:36:00,36.1,74
Velachery,2025-09-01 04:36:00,35.2,58
T.Nagar,2025-09-01 04:36:00,33.6,50
Adyar,2025-09-01 04:36:00,26.6,55
Guindy,2025-09-01 04:36:00,37.4,51
AnnaNagar,2025-09-01 04:37:00,38.2,61
Velachery,2025-09-01 04:37:00,37.0,52
T.Nagar,2025-09-01 04:37:00,37.8,40
Adyar,2025-09-01 04:37:00,31.1,60
Guindy,2025-09-01 04:37:00,30.9,45
AnnaNagar,2025-09-01 04:38:00,37.0,42
Velachery,2025-09-01 04:38:00,39.2,54
T.Nagar,2025-09-01 04:38:00,27.3,43
Adyar,2025-09-01 04:38:00,33.4,79
Guindy,2025-09-01 04:38:00,33.9,41
AnnaNagar,2025-09-01 04:39:00,30.4,72
Velachery,2025-09-01 04:39:00,33.1,60
T.Nagar,2025-09-01 04:39:00,34.0,70
Adyar,2025-09-01 04:39:00,36.9,44
Guindy,2025-09-01 04:39:00,26.7,47
AnnaNagar,2025-09-01 04:40:00,37.6,72
Velachery,2025-09-01 04:40:00,32.1,64
T.Nagar,2025-09-01 04:40:00,38.0,72
Adyar,2025-09-01 04:40:00,31.6,67
Guindy,2025-09-01 04:40:00,25.7,74
AnnaNagar,2025-09-01 04:41:00,27.3,69
Velachery,2025-09-01 04:41:00,38.8,53
T.Nagar,2025-09-01 04:41:00,34.0,62
Adyar,2025-09-01 04:41:00,28.1,57
Guindy,2025-09-01 04:41:00,28.7,52
AnnaNagar,2025-09-01 04:42:00,38.5,57
Velachery,2025-09-01 04:42:00,27.0,42
T.Nagar,2025-09-01 04:42:00,36.2,55
Adyar,2025-09-01 04:42:00,33.2,56
Guindy,2025-09-01 04:42:00,29.1,75
AnnaNagar,2025-09-01 04:43:00,37.6,41
Velachery,2025-09-01 04:43:00,26.4,44
T.Nagar,2025-09-01 04:43:00,38.2,60
Adyar,2025-09-01 04:43:00,31.4,72
Guindy,2025-09-01 04:43:00,39.9,58
AnnaNagar,2025-09-01 04:44:00,28.6,69
Velachery,2025-09-01 04:44:00,29.8,57
T.Nagar,2025-09-01 04:44:00,29.8,78
Adyar,2025-09-01 04:44:00,35.7,59
Guindy,2025-09-01 04:44:00,31.0,51
AnnaNagar,2025-09-01 04:45:00,36.3,67
Velachery,2025-09-01 04:45:00,33.1,58
T.Nagar,2025-09-01 04:45:00,33.9,52
Adyar,2025-09-01 04:45:00,30.1,73
Guindy,2025-09-01 04:45:00,35.7,75
AnnaNagar,2025-09-01 04:46:00,31.8,45
Velachery,2025-09-01 04:46:00,36.8,48
T.Nagar,2025-09-01 04:46:00,26.1,75
Adyar,2025-09-01 04:46:00,32.2,46
Guindy,2025-09-01 04:46:00,38.5,57
AnnaNagar,2025-09-01 04:47:00,38.2,55
Velachery,2025-09-01 04:47:00,28.5,72
T.Nagar,2025-09-01 04:47:00,38.6,79
Adyar,2025-09-01 04:47:00,34.7,55
Guindy,2025-09-01 04:47:00,37.4,77
AnnaNagar,2025-09-01 04:48:00,38.4,71
Velachery,2025-09-01 04:48:00,37.0,71
T.Nagar,2025-09-01 04:48:00,37.4,56
Adyar,2025-09-01 04:48:00,37.7,57
Guindy,2025-09-01 04:48:00,31.7,43
AnnaNagar,2025-09-01 04:49:00,39.4,40
Velachery,2025-09-01 04:49:00,37.9,76
T.Nagar,2025-09-01 04:49:00,32.7,63
Adyar,2025-09-01 04:49:00,31.2,76
Guindy,2025-09-01 04:49:00,30.1,55
AnnaNagar,2025-09-01 04:50:00,30.5,45
Velachery,2025-09-01 04:50:00,30.6,45
T.Nagar,2025-09-01 04:50:00,30.9,54
Adyar,2025-09-01 04:50:00,27.5,74
Guindy,2025-09-01 04:50:00,32.9,50
AnnaNagar,2025-09-01 04:51:00,33.1,47
Velachery,2025-09-01 04:51:00,35.5,63
T.Nagar,2025-09-01 04:51:00,29.9,78
Adyar,2025-09-01 04:51:00,37.1,40
Guindy,2025-09-01 04:51:00,27.2,52
AnnaNagar,2025-09-01 04:52:00,34.6,57
Velachery,2025-09-01 04:52:00,32.6,68
T.Nagar,2025-09-01 04:52:00,25.2,48
Adyar,2025-09-01 04:52:00,31.2,46
Guindy,2025-09-01 04:52:00,26.8,77
AnnaNagar,2025-09-01 04:53:00,30.1,51
Velachery,2025-09-01 04:53:00,27.0,44
T.Nagar,2025-09-01 04:53:00,29.8,54
Adyar,2025-09-01 04:53:00,39.1,61
Guindy,2025-09-01 04:53:00,25.4,62
AnnaNagar,2025-09-01 04:54:00,34.1,42
Velachery,2025-09-01 04:54:00,27.1,51
T.Nagar,2025-09-01 04:54:00,28.8,53
Adyar,2025-09-01 04:54:00,39.2,46
Guindy,2025-09-01 04:54:00,34.5,45
AnnaNagar,2025-09-01 04:55:00,37.8,70
Velachery,2025-09-01 04:55:00,35.3,68
T.Nagar,2025-09-01 04:55:00,36.0,54
Adyar,2025-09-01 04:55:00,34.8,68
Guindy,2025-09-01 04:55:00,32.3,75
AnnaNagar,2025-09-01 04:56:00,33.2,54
Velachery,2025-09-01 04:56:00,30.8,40
T.Nagar,2025-09-01 04:56:00,37.9,42
Adyar,2025-09-01 04:56:00,30.5,40
Guindy,2025-09-01 04:56:00,27.7,73
AnnaNagar,2025-09-01 04:57:00,30.3,57
Velachery,2025-09-01 04:57:00,29.4,65
T.Nagar,2025-09-01 04:57:00,29.6,56
Adyar,2025-09-01 04:57:00,30.1,45
Guindy,2025-09-01 04:57:00,39.2,47
AnnaNagar,2025-09-01 04:58:00,34.3,73
Velachery,2025-09-01 04:58:00,26.5,74
T.Nagar,2025-09-01 04:58:00,31.8,45
Adyar,2025-09-01 04:58:00,36.3,72
Guindy,2025-09-01 04:58:00,30.5,64
AnnaNagar,2025-09-01 04:59:00,35.8,55
Velachery,2025-09-01 04:59:00,26.4,49
T.Nagar,2025-09-01 04:59:00,38.1,69
Adyar,2025-09-01 04:59:00,28.3,62
Guindy,2025-09-01 04:59:00,28.5,52
AnnaNagar,2025-09-01 05:00:00,26.2,54
Velachery,2025-09-01 05:00:00,39.9,65
T.Nagar,2025-09-01 05:00:00,31.0,78
Adyar,2025-09-01 05:00:00,34.6,48
Guindy,2025-09-01 05:00:00,35.4,58
AnnaNagar,2025-09-01 05:01:00,26.9,42
Velachery,2025-09-01 05:01:00,30.2,43
T.Nagar,2025-09-01 05:01:00,39.8,63
Adyar,2025-09-01 05:01:00,25.5,56
Guindy,2025-09-01 05:01:00,25.4,60
AnnaNagar,2025-09-01 05:02:00,29.4,70
Velachery,2025-09-01 05:02:00,26.2,61
T.Nagar,2025-09-01 05:02:00,27.6,55
Adyar,2025-09-01 05:02:00,30.8,42
Guindy,2025-09-01 05:02:00,32.7,70
AnnaNagar,2025-09-01 05:03:00,34.9,44
Velachery,2025-09-01 05:03:00,39.3,79
T.Nagar,2025-09-01 05:03:00,29.1,78
Adyar,2025-09-01 05:03:00,38.2,46
Guindy,2025-09-01 05:03:00,32.8,76
AnnaNagar,2025-09-01 05:04:00,27.3,44
Velachery,2025-09-01 05:04:00,26.2,79
T.Nagar,2025-09-01 05:04:00,33.2,72
Adyar,2025-09-01 05:04:00,28.7,79
Guindy,2025-09-01 05:04:00,39.6,43
AnnaNagar,2025-09-01 05:05:00,38.9,50
Velachery,2025-09-01 05:05:00,38.7,50
T.Nagar,2025-09-01 05:05:00,25.1,72
Adyar,2025-09-01 05:05:00,35.6,74
Guindy,2025-09-01 05:05:00,27.4,54
AnnaNagar,2025-09-01 05:06:00,39.3,75
Velachery,2025-09-01 05:06:00,25.5,58
T.Nagar,2025-09-01 05:06:00,39.9,56
Adyar,2025-09-01 05:06:00,31.8,51
Guindy,2025-09-01 05:06:00,38.8,69
AnnaNagar,2025-09-01 05:07:00,32.0,80
Velachery,2025-09-01 05:07:00,37.5,65
T.Nagar,2025-09-01 05:07:00,29.9,61
Adyar,2025-09-01 05:07:00,39.2,80
Guindy,2025-09-01 05:07:00,39.3,67
AnnaNagar,2025-09-01 05:08:00,38.3,42
Velachery,2025-09-01 05:08:00,25.8,75
T.Nagar,2025-09-01 05:08:00,39.1,56
Adyar,2025-09-01 05:08:00,35.7,62
Guindy,2025-09-01 05:08:00,26.5,75
AnnaNagar,2025-09-01 05:09:00,31.5,47
Velachery,2025-09-01 05:09:00,33.0,42
T.Nagar,2025-09-01 05:09:00,27.1,50
Adyar,2025-09-01 05:09:00,33.5,46
Guindy,2025-09-01 05:09:00,38.7,67
AnnaNagar,2025-09-01 05:10:00,33.9,61
Velachery,2025-09-01 05:10:00,33.8,44
T.Nagar,2025-09-01 05:10:00,27.9,51
Adyar,2025-09-01 05:10:00,25.9,45
Guindy,2025-09-01 05:10:00,35.9,72
AnnaNagar,2025-09-01 05:11:00,26.4,62
Velachery,2025-09-01 05:11:00,29.3,51
T.Nagar,2025-09-01 05:11:00,31.3,67
Adyar,2025-09-01 05:11:00,26.9,52
Guindy,2025-09-01 05:11:00,36.8,49
AnnaNagar,2025-09-01 05:12:00,25.8,65
Velachery,2025-09-01 05:12:00,28.4,56
T.Nagar,2025-09-01 05:12:00,27.6,57
Adyar,2025-09-01 05:12:00,37.4,67
Guindy,2025-09-01 05:12:00,25.7,50
AnnaNagar,2025-09-01 05:13:00,36.4,78
Velachery,2025-09-01 05:13:00,26.4,42
T.Nagar,2025-09-01 05:13:00,37.7,63
Adyar,2025-09-01 05:13:00,25.3,67
Guindy,2025-09-01 05:13:00,26.7,64
AnnaNagar,2025-09-01 05:14:00,36.5,68
Velachery,2025-09-01 05:14:00,38.0,47
T.Nagar,2025-09-01 05:14:00,26.1,43
Adyar,2025-09-01 05:14:00,39.2,80
Guindy,2025-09-01 05:14:00,32.3,42
AnnaNagar,2025-09-01 05:15:00,25.6,67
Velachery,2025-09-01 05:15:00,29.6,52
T.Nagar,2025-09-01 05:15:00,25.5,41
Adyar,2025-09-01 05:15:00,33.4,73
Guindy,2025-09-01 05:15:00,35.5,52
AnnaNagar,2025-09-01 05:16:00,30.4,59
Velachery,2025-09-01 05:16:00,25.4,69
T.Nagar,2025-09-01 05:16:00,33.7,63
Adyar,2025-09-01 05:16:00,26.2,68
Guindy,2025-09-01 05:16:00,39.1,51
AnnaNagar,2025-09-01 05:17:00,28.9,75
Velachery,2025-09-01 05:17:00,33.8,45
T.Nagar,2025-09-01 05:17:00,39.7,66
Adyar,2025-09-01 05:17:00,36.8,58
Guindy,2025-09-01 05:17:00,33.7,62
AnnaNagar,2025-09-01 05:18:00,38.2,46
Velachery,2025-09-01 05:18:00,25.1,65
T.Nagar,2025-09-01 05:18:00,33.5,70
Adyar,2025-09-01 05:18:00,33.8,50
Guindy,2025-09-01 05:18:00,31.9,47
AnnaNagar,2025-09-01 05:19:00,26.1,71
Velachery,2025-09-01 05:19:00,27.5,70
T.Nagar,2025-09-01 05:19:00,26.7,47
Adyar,2025-09-01 05:19:00,38.4,72
Guindy,2025-09-01 05:19:00,25.0,67
AnnaNagar,2025-09-01 05:20:00,34.7,53
Velachery,2025-09-01 05:20:00,30.6,41
T.Nagar,2025-09-01 05:20:00,31.3,63
Adyar,2025-09-01 05:20:00,31.8,64
Guindy,2025-09-01 05:20:00,28.8,61
AnnaNagar,2025-09-01 05:21:00,33.1,45
Velachery,2025-09-01 05:21:00,38.5,68
T.Nagar,2025-09-01 05:21:00,38.3,69
Adyar,2025-09-01 05:21:00,29.8,73
Guindy,2025-09-01 05:21:00,38.4,80
AnnaNagar,2025-09-01 05:22:00,34.0,60
Velachery,2025-09-01 05:22:00,29.9,58
T.Nagar,2025-09-01 05:22:00,27.3,52
Adyar,2025-09-01 05:22:00,29.0,53
Guindy,2025-09-01 05:22:00,39.8,70
AnnaNagar,2025-09-01 05:23:00,39.1,68
Velachery,2025-09-01 05:23:00,30.0,79
T.Nagar,2025-09-01 05:23:00,35.1,51
Adyar,2025-09-01 05:23:00,28.9,80
Guindy,2025-09-01 05:23:00,32.1,60
AnnaNagar,2025-09-01 05:24:00,34.3,49
Velachery,2025-09-01 05:24:00,33.7,75
T.Nagar,2025-09-01 05:24:00,37.9,54
Adyar,2025-09-01 05:24:00,30.2,45
Guindy,2025-09-01 05:24:00,37.0,43
AnnaNagar,2025-09-01 05:25:00,35.2,76
Velachery,2025-09-01 05:25:00,38.2,44
T.Nagar,2025-09-01 05:25:00,27.3,43
Adyar,2025-09-01 05:25:00,37.0,70
Guindy,2025-09-01 05:25:00,35.9,75
AnnaNagar,2025-09-01 05:26:00,35.3,60
Velachery,2025-09-01 05:26:00,30.3,74
T.Nagar,2025-09-01 05:26:00,25.5,80
Adyar,2025-09-01 05:26:00,29.0,58
Guindy,2025-09-01 05:26:00,26.1,77
AnnaNagar,2025-09-01 05:27:00,32.4,54
Velachery,2025-09-01 05:27:00,37.7,67
T.Nagar,2025-09-01 05:27:00,25.6,45
Adyar,2025-09-01 05:27:00,39.3,76
Guindy,2025-09-01 05:27:00,26.5,80
AnnaNagar,2025-09-01 05:28:00,38.1,70
Velachery,2025-09-01 05:28:00,29.4,43
T.Nagar,2025-09-01 05:28:00,32.4,70
Adyar,2025-09-01 05:28:00,37.6,65
Guindy,2025-09-01 05:28:00,29.3,56
AnnaNagar,2025-09-01 05:29:00,38.9,64
Velachery,2025-09-01 05:29:00,37.5,76
T.Nagar,2025-09-01 05:29:00,26.0,69
Adyar,2025-09-01 05:29:00,39.8,76
Guindy,2025-09-01 05:29:00,35.5,53
AnnaNagar,2025-09-01 05:30:00,38.7,66
Velachery,2025-09-01 05:30:00,39.6,75
T.Nagar,2025-09-01 05:30:00,37.4,47
Adyar,2025-09-01 05:30:00,26.3,59
Guindy,2025-09-01 05:30:00,32.5,44
AnnaNagar,2025-09-01 05:31:00,34.5,48
Velachery,2025-09-01 05:31:00,39.4,60
T.Nagar,2025-09-01 05:31:00,36.4,69
Adyar,2025-09-01 05:31:00,35.5,70
Guindy,2025-09-01 05:31:00,39.3,45
AnnaNagar,2025-09-01 05:32:00,32.1,51
Velachery,2025-09-01 05:32:00,31.2,74
T.Nagar,2025-09-01 05:32:00,35.0,61
Adyar,2025-09-01 05:32:00,32.4,59
Guindy,2025-09-01 05:32:00,39.0,42
AnnaNagar,2025-09-01 05:33:00,37.5,62
Velachery,2025-09-01 05:33:00,25.2,63
T.Nagar,2025-09-01 05:33:00,25.3,49
Adyar,2025-09-01 05:33:00,35.4,58
Guindy,2025-09-01 05:33:00,39.6,62
AnnaNagar,2025-09-01 05:34:00,34.3,73
Velachery,2025-09-01 05:34:00,33.7,45
T.Nagar,2025-09-01 05:34:00,35.3,76
Adyar,2025-09-01 05:34:00,34.1,72
Guindy,2025-09-01 05:34:00,36.1,56
AnnaNagar,2025-09-01 05:35:00,27.8,75
Velachery,2025-09-01 05:35:00,37.1,50
T.Nagar,2025-09-01 05:35:00,35.3,67
Adyar,2025-09-01 05:35:00,32.7,59
Guindy,2025-09-01 05:35:00,37.4,47
AnnaNagar,2025-09-01 05:36:00,35.1,63
Velachery,2025-09-01 05:36:00,26.9,45
T.Nagar,2025-09-01 05:36:00,34.6,77
Adyar,2025-09-01 05:36:00,28.6,44
Guindy,2025-09-01 05:36:00,27.6,64
AnnaNagar,2025-09-01 05:37:00,35.5,75
Velachery,2025-09-01 05:37:00,31.6,59
T.Nagar,2025-09-01 05:37:00,36.2,61
Adyar,2025-09-01 05:37:00,35.4,66
Guindy,2025-09-01 05:37:00,26.3,43
AnnaNagar,2025-09-01 05:38:00,30.1,47
Velachery,2025-09-01 05:38:00,29.6,62
T.Nagar,2025-09-01 05:38:00,25.7,50
Adyar,2025-09-01 05:38:00,34.6,44
Guindy,2025-09-01 05:38:00,33.4,69
AnnaNagar,2025-09-01 05:39:00,33.7,76
Velachery,2025-09-01 05:39:00,32.3,79
T.Nagar,2025-09-01 05:39:00,37.4,80
Adyar,2025-09-01 05:39:00,25.8,49
Guindy,2025-09-01 05:39:00,38.3,68
AnnaNagar,2025-09-01 05:40:00,31.9,66
Velachery,2025-09-01 05:40:00,25.9,70
T.Nagar,2025-09-01 05:40:00,34.9,75
Adyar,2025-09-01 05:40:00,33.8,45
Guindy,2025-09-01 05:40:00,33.7,57
AnnaNagar,2025-09-01 05:41:00,26.6,43
Velachery,2025-09-01 05:41:00,26.7,73
T.Nagar,2025-09-01 05:41:00,35.7,62
Adyar,2025-09-01 05:41:00,39.8,72
Guindy,2025-09-01 05:41:00,35.4,50
AnnaNagar,2025-09-01 05:42:00,38.7,54
Velachery,2025-09-01 05:42:00,25.0,51
T.Nagar,2025-09-01 05:42:00,38.3,79
Adyar,2025-09-01 05:42:00,29.5,69
Guindy,2025-09-01 05:42:00,36.0,59
AnnaNagar,2025-09-01 05:43:00,32.7,54
Velachery,2025-09-01 05:43:00,25.3,41
T.Nagar,2025-09-01 05:43:00,29.5,49
Adyar,2025-09-01 05:43:00,36.6,53
Guindy,2025-09-01 05:43:00,34.9,48
AnnaNagar,2025-09-01 05:44:00,29.4,74
Velachery,2025-09-01 05:44:00,39.4,75
T.Nagar,2025-09-01 05:44:00,36.1,55
Adyar,2025-09-01 05:44:00,34.3,50
Guindy,2025-09-01 05:44:00,27.0,61
AnnaNagar,2025-09-01 05:45:00,39.0,42
Velachery,2025-09-01 05:45:00,37.4,71
T.Nagar,2025-09-01 05:45:00,36.8,69
Adyar,2025-09-01 05:45:00,35.0,76
Guindy,2025-09-01 05:45:00,35.2,52
AnnaNagar,2025-09-01 05:46:00,25.4,72
Velachery,2025-09-01 05:46:00,35.1,56
T.Nagar,2025-09-01 05:46:00,39.2,47
Adyar,2025-09-01 05:46:00,32.5,56
Guindy,2025-09-01 05:46:00,39.8,42
AnnaNagar,2025-09-01 05:47:00,32.2,75
Velachery,2025-09-01 05:47:00,26.3,61
T.Nagar,2025-09-01 05:47:00,32.6,57
Adyar,2025-09-01 05:47:00,28.1,80
Guindy,2025-09-01 05:47:00,39.8,69
AnnaNagar,2025-09-01 05:48:00,28.4,47
Velachery,2025-09-01 05:48:00,30.4,64
T.Nagar,2025-09-01 05:48:00,31.8,68
Adyar,2025-09-01 05:48:00,28.4,50
Guindy,2025-09-01 05:48:00,37.0,68
AnnaNagar,2025-09-01 05:49:00,29.7,42
Velachery,2025-09-01 05:49:00,34.9,67
T.Nagar,2025-09-01 05:49:00,33.2,60
Adyar,2025-09-01 05:49:00,28.5,48
Guindy,2025-09-01 05:49:00,38.8,62
AnnaNagar,2025-09-01 05:50:00,30.8,61
Velachery,2025-09-01 05:50:00,26.2,55
T.Nagar,2025-09-01 05:50:00,34.1,63
Adyar,2025-09-01 05:50:00,25.5,65
Guindy,2025-09-01 05:50:00,25.9,52
AnnaNagar,2025-09-01 05:51:00,34.1,51
Velachery,2025-09-01 05:51:00,31.1,68
T.Nagar,2025-09-01 05:51:00,33.1,56
Adyar,2025-09-01 05:51:00,30.2,67
Guindy,2025-09-01 05:51:00,26.6,42
AnnaNagar,2025-09-01 05:52:00,37.1,41
Velachery,2025-09-01 05:52:00,33.0,42
T.Nagar,2025-09-01 05:52:00,38.3,72
Adyar,2025-09-01 05:52:00,37.1,40
Guindy,2025-09-01 05:52:00,37.4,50
AnnaNagar,2025-09-01 05:53:00,37.9,42
Velachery,2025-09-01 05:53:00,31.8,61
T.Nagar,2025-09-01 05:53:00,30.4,44
Adyar,2025-09-01 05:53:00,37.7,42
Guindy,2025-09-01 05:53:00,33.6,61
AnnaNagar,2025-09-01 05:54:00,28.3,47
Velachery,2025-09-01 05:54:00,26.2,61
T.Nagar,2025-09-01 05:54:00,34.3,78
Adyar,2025-09-01 05:54:00,27.3,56
Guindy,2025-09-01 05:54:00,26.5,72
AnnaNagar,2025-09-01 05:55:00,30.8,68
Velachery,2025-09-01 05:55:00,39.5,78
T.Nagar,2025-09-01 05:55:00,30.2,41
Adyar,2025-09-01 05:55:00,33.8,74
Guindy,2025-09-01 05:55:00,37.5,78
AnnaNagar,2025-09-01 05:56:00,27.8,59
Velachery,2025-09-01 05:56:00,32.0,76
T.Nagar,2025-09-01 05:56:00,28.5,66
Adyar,2025-09-01 05:56:00,32.4,47
Guindy,2025-09-01 05:56:00,37.8,64
AnnaNagar,2025-09-01 05:57:00,30.0,55
Velachery,2025-09-01 05:57:00,33.7,64
T.Nagar,2025-09-01 05:57:00,25.9,41
Adyar,2025-09-01 05:57:00,27.1,59
Guindy,2025-09-01 05:57:00,32.6,68
AnnaNagar,2025-09-01 05:58:00,30.2,59
Velachery,2025-09-01 05:58:00,26.8,68
T.Nagar,2025-09-01 05:58:00,29.5,51
Adyar,2025-09-01 05:58:00,37.4,43
Guindy,2025-09-01 05:58:00,35.1,66
AnnaNagar,2025-09-01 05:59:00,36.1,42
Velachery,2025-09-01 05:59:00,33.9,75
T.Nagar,2025-09-01 05:59:00,27.0,46
Adyar,2025-09-01 05:59:00,36.6,44
Guindy,2025-09-01 05:59:00,32.9,74
AnnaNagar,2025-09-01 06:00:00,34.8,76
Velachery,2025-09-01 06:00:00,31.3,78
T.Nagar,2025-09-01 06:00:00,33.9,43
Adyar,2025-09-01 06:00:00,34.3,72
Guindy,2025-09-01 06:00:00,27.0,65
AnnaNagar,2025-09-01 06:01:00,28.5,80
Velachery,2025-09-01 06:01:00,36.5,68
T.Nagar,2025-09-01 06:01:00,37.3,44
Adyar,2025-09-01 06:01:00,37.0,76
Guindy,2025-09-01 06:01:00,29.0,55
AnnaNagar,2025-09-01 06:02:00,32.6,65
Velachery,2025-09-01 06:02:00,39.9,41
T.Nagar,2025-09-01 06:02:00,31.9,42
Adyar,2025-09-01 06:02:00,28.6,53
Guindy,2025-09-01 06:02:00,38.6,80
AnnaNagar,2025-09-01 06:03:00,30.5,52
Velachery,2025-09-01 06:03:00,38.1,49
T.Nagar,2025-09-01 06:03:00,36.8,70
Adyar,2025-09-01 06:03:00,30.3,41
Guindy,2025-09-01 06:03:00,25.6,59
AnnaNagar,2025-09-01 06:04:00,26.0,74
Velachery,2025-09-01 06:04:00,39.4,80
T.Nagar,2025-09-01 06:04:00,28.4,52
Adyar,2025-09-01 06:04:00,39.4,67
Guindy,2025-09-01 06:04:00,34.2,52
AnnaNagar,2025-09-01 06:05:00,35.3,60
Velachery,2025-09-01 06:05:00,28.5,46
T.Nagar,2025-09-01 06:05:00,28.4,78
Adyar,2025-09-01 06:05:00,33.2,64
Guindy,2025-09-01 06:05:00,34.3,63
AnnaNagar,2025-09-01 06:06:00,26.7,45
Velachery,2025-09-01 06:06:00,38.5,79
T.Nagar,2025-09-01 06:06:00,32.6,46
Adyar,2025-09-01 06:06:00,31.7,42
Guindy,2025-09-01 06:06:00,31.9,73
AnnaNagar,2025-09-01 06:07:00,34.8,59
Velachery,2025-09-01 06:07:00,28.3,54
T.Nagar,2025-09-01 06:07:00,37.7,65
Adyar,2025-09-01 06:07:00,30.4,55
Guindy,2025-09-01 06:07:00,30.1,69
AnnaNagar,2025-09-01 06:08:00,33.1,80
Velachery,2025-09-01 06:08:00,31.3,41
T.Nagar,2025-09-01 06:08:00,32.1,65
Adyar,2025-09-01 06:08:00,38.0,57
Guindy,2025-09-01 06:08:00,30.8,74
AnnaNagar,2025-09-01 06:09:00,30.8,78
Velachery,2025-09-01 06:09:00,33.3,72
T.Nagar,2025-09-01 06:09:00,38.0,53
Adyar,2025-09-01 06:09:00,39.4,68
Guindy,2025-09-01 06:09:00,38.2,74
AnnaNagar,2025-09-01 06:10:00,28.6,54
Velachery,2025-09-01 06:10:00,26.9,80
T.Nagar,2025-09-01 06:10:00,28.9,73
Adyar,2025-09-01 06:10:00,36.1,75
Guindy,2025-09-01 06:10:00,33.1,72
AnnaNagar,2025-09-01 06:11:00,26.7,80
Velachery,2025-09-01 06:11:00,32.4,45
T.Nagar,2025-09-01 06:11:00,25.8,77
Adyar,2025-09-01 06:11:00,35.8,70
Guindy,2025-09-01 06:11:00,28.3,62
AnnaNagar,2025-09-01 06:12:00,27.3,77
Velachery,2025-09-01 06:12:00,29.4,61
T.Nagar,2025-09-01 06:12:00,30.5,48
Adyar,2025-09-01 06:12:00,29.4,65
Guindy,2025-09-01 06:12:00,31.0,52
AnnaNagar,2025-09-01 06:13:00,33.4,41
Velachery,2025-09-01 06:13:00,35.5,66
T.Nagar,2025-09-01 06:13:00,29.2,40
Adyar,2025-09-01 06:13:00,26.8,70
Guindy,2025-09-01 06:13:00,29.8,54
AnnaNagar,2025-09-01 06:14:00,37.1,48
Velachery,2025-09-01 06:14:00,30.0,67
T.Nagar,2025-09-01 06:14:00,27.7,71
Adyar,2025-09-01 06:14:00,26.9,53
Guindy,2025-09-01 06:14:00,37.6,65
AnnaNagar,2025-09-01 06:15:00,28.1,67
Velachery,2025-09-01 06:15:00,29.6,67
T.Nagar,2025-09-01 06:15:00,34.0,46
Adyar,2025-09-01 06:15:00,35.7,74
Guindy,2025-09-01 06:15:00,38.2,65
AnnaNagar,2025-09-01 06:16:00,34.4,40
Velachery,2025-09-01 06:16:00,35.3,57
